Id,Label,Class
11572,11572,N
11573,11573,B
11574,11574,A
11575,11575,H
11576,11576,X
11577,11577,N
11578,11578,V
11579,11579,Z
11580,11580,S
11581,11581,V
11582,11582,Y
11583,11583,C
11584,11584,L
11585,11585,Q
11586,11586,X
11587,11587,S
11588,11588,R
11589,11589,F
11590,11590,M
11591,11591,K
11592,11592,J
11593,11593,T
11594,11594,C
11595,11595,W
11596,11596,H
11597,11597,E
11598,11598,W
11599,11599,H
11600,11600,U
11601,11601,Z
11602,11602,O
11603,11603,F
11604,11604,T
11605,11605,I
11606,11606,A
11607,11607,J
11608,11608,U
11609,11609,R
11610,11610,T
11611,11611,J
11612,11612,U
11613,11613,C
11614,11614,T
11615,11615,V
11616,11616,Q
11617,11617,Q
11618,11618,Q
11619,11619,K
11620,11620,C
11621,11621,A
11622,11622,Z
11623,11623,U
11624,11624,D
11625,11625,M
11626,11626,Y
11627,11627,Z
11628,11628,H
11629,11629,B
11630,11630,D
11631,11631,R
11632,11632,R
11633,11633,U
11634,11634,N
11635,11635,K
11636,11636,N
11637,11637,S
11638,11638,E
11639,11639,F
11640,11640,T
11641,11641,K
11642,11642,K
11643,11643,E
11644,11644,I
11645,11645,L
11646,11646,A
11647,11647,W
11648,11648,A
11649,11649,Q
11650,11650,D
11651,11651,C
11652,11652,G
11653,11653,V
11654,11654,T
11655,11655,A
11656,11656,O
11657,11657,O
11658,11658,D
11659,11659,M
11660,11660,U
11661,11661,R
11662,11662,W
11663,11663,H
11664,11664,F
11665,11665,G
11666,11666,T
11667,11667,L
11668,11668,Y
11669,11669,Q
11670,11670,L
11671,11671,R
11672,11672,T
11673,11673,B
11674,11674,R
11675,11675,E
11676,11676,D
11677,11677,B
11678,11678,N
11679,11679,V
11680,11680,G
11681,11681,S
11682,11682,D
11683,11683,F
11684,11684,S
11685,11685,M
11686,11686,I
11687,11687,L
11688,11688,C
11689,11689,V
11690,11690,A
11691,11691,Q
11692,11692,D
11693,11693,U
11694,11694,J
11695,11695,H
11696,11696,O
11697,11697,Y
11698,11698,K
11699,11699,G
11700,11700,C
11701,11701,N
11702,11702,X
11703,11703,P
11704,11704,T
11705,11705,W
11706,11706,N
11707,11707,B
11708,11708,A
11709,11709,B
11710,11710,B
11711,11711,J
11712,11712,B
11713,11713,X
11714,11714,F
11715,11715,H
11716,11716,C
11717,11717,Y
11718,11718,E
11719,11719,K
11720,11720,H
11721,11721,B
11722,11722,A
11723,11723,R
11724,11724,P
11725,11725,Z
11726,11726,W
11727,11727,T
11728,11728,Z
11729,11729,K
11730,11730,P
11731,11731,X
11732,11732,C
11733,11733,U
11734,11734,N
11735,11735,X
11736,11736,S
11737,11737,F
11738,11738,U
11739,11739,P
11740,11740,X
11741,11741,Q
11742,11742,K
11743,11743,B
11744,11744,D
11745,11745,G
11746,11746,B
11747,11747,T
11748,11748,Z
11749,11749,C
11750,11750,V
11751,11751,G
11752,11752,M
11753,11753,B
11754,11754,N
11755,11755,W
11756,11756,N
11757,11757,A
11758,11758,R
11759,11759,U
11760,11760,R
11761,11761,E
11762,11762,M
11763,11763,I
11764,11764,A
11765,11765,W
11766,11766,J
11767,11767,L
11768,11768,O
11769,11769,I
11770,11770,K
11771,11771,M
11772,11772,N
11773,11773,A
11774,11774,G
11775,11775,N
11776,11776,F
11777,11777,V
11778,11778,G
11779,11779,C
11780,11780,Y
11781,11781,Y
11782,11782,W
11783,11783,J
11784,11784,F
11785,11785,Q
11786,11786,Y
11787,11787,K
11788,11788,H
11789,11789,N
11790,11790,B
11791,11791,O
11792,11792,V
11793,11793,U
11794,11794,F
11795,11795,N
11796,11796,X
11797,11797,E
11798,11798,L
11799,11799,A
11800,11800,H
11801,11801,O
11802,11802,F
11803,11803,N
11804,11804,S
11805,11805,I
11806,11806,L
11807,11807,J
11808,11808,A
11809,11809,Q
11810,11810,N
11811,11811,W
11812,11812,N
11813,11813,J
11814,11814,S
11815,11815,D
11816,11816,Y
11817,11817,O
11818,11818,Q
11819,11819,P
11820,11820,E
11821,11821,E
11822,11822,G
11823,11823,D
11824,11824,R
11825,11825,V
11826,11826,X
11827,11827,M
11828,11828,W
11829,11829,E
11830,11830,T
11831,11831,O
11832,11832,V
11833,11833,E
11834,11834,D
11835,11835,J
11836,11836,J
11837,11837,S
11838,11838,T
11839,11839,F
11840,11840,E
11841,11841,U
11842,11842,M
11843,11843,N
11844,11844,J
11845,11845,H
11846,11846,Z
11847,11847,X
11848,11848,B
11849,11849,S
11850,11850,A
11851,11851,P
11852,11852,O
11853,11853,Q
11854,11854,P
11855,11855,R
11856,11856,J
11857,11857,W
11858,11858,T
11859,11859,E
11860,11860,Z
11861,11861,G
11862,11862,I
11863,11863,W
11864,11864,D
11865,11865,M
11866,11866,B
11867,11867,V
11868,11868,H
11869,11869,L
11870,11870,X
11871,11871,R
11872,11872,M
11873,11873,I
11874,11874,T
11875,11875,N
11876,11876,A
11877,11877,Q
11878,11878,D
11879,11879,A
11880,11880,B
11881,11881,U
11882,11882,M
11883,11883,R
11884,11884,S
11885,11885,P
11886,11886,G
11887,11887,F
11888,11888,F
11889,11889,K
11890,11890,W
11891,11891,P
11892,11892,I
11893,11893,V
11894,11894,E
11895,11895,W
11896,11896,F
11897,11897,U
11898,11898,X
11899,11899,Q
11900,11900,I
11901,11901,P
11902,11902,R
11903,11903,I
11904,11904,P
11905,11905,G
11906,11906,Z
11907,11907,K
11908,11908,C
11909,11909,I
11910,11910,S
11911,11911,W
11912,11912,K
11913,11913,R
11914,11914,K
11915,11915,C
11916,11916,B
11917,11917,U
11918,11918,P
11919,11919,Y
11920,11920,H
11921,11921,Z
11922,11922,K
11923,11923,U
11924,11924,Z
11925,11925,J
11926,11926,J
11927,11927,K
11928,11928,Y
11929,11929,L
11930,11930,N
11931,11931,M
11932,11932,H
11933,11933,L
11934,11934,W
11935,11935,W
11936,11936,G
11937,11937,R
11938,11938,W
11939,11939,Q
11940,11940,D
11941,11941,H
11942,11942,F
11943,11943,V
11944,11944,O
11945,11945,C
11946,11946,F
11947,11947,C
11948,11948,V
11949,11949,U
11950,11950,V
11951,11951,Y
11952,11952,X
11953,11953,F
11954,11954,N
11955,11955,R
11956,11956,B
11957,11957,H
11958,11958,V
11959,11959,I
11960,11960,J
11961,11961,Q
11962,11962,W
11963,11963,E
11964,11964,Z
11965,11965,B
11966,11966,G
11967,11967,W
11968,11968,D
11969,11969,P
11970,11970,Z
11971,11971,R
11972,11972,T
11973,11973,M
11974,11974,E
11975,11975,F
11976,11976,Y
11977,11977,Y
11978,11978,H
11979,11979,W
11980,11980,L
11981,11981,I
11982,11982,G
11983,11983,H
11984,11984,G
11985,11985,P
11986,11986,I
11987,11987,G
11988,11988,P
11989,11989,Z
11990,11990,R
11991,11991,N
11992,11992,J
11993,11993,U
11994,11994,U
11995,11995,J
11996,11996,H
11997,11997,S
11998,11998,N
11999,11999,X
12000,12000,Y
12001,12001,C
12002,12002,A
12003,12003,B
12004,12004,M
12005,12005,V
12006,12006,D
12007,12007,K
12008,12008,B
12009,12009,Y
12010,12010,A
12011,12011,S
12012,12012,E
12013,12013,C
12014,12014,D
12015,12015,E
12016,12016,M
12017,12017,S
12018,12018,Z
12019,12019,O
12020,12020,S
12021,12021,X
12022,12022,W
12023,12023,V
12024,12024,Y
12025,12025,C
12026,12026,E
12027,12027,W
12028,12028,A
12029,12029,M
12030,12030,O
12031,12031,Q
12032,12032,L
12033,12033,F
12034,12034,P
12035,12035,G
12036,12036,Z
12037,12037,F
12038,12038,O
12039,12039,U
12040,12040,J
12041,12041,X
12042,12042,V
12043,12043,U
12044,12044,J
12045,12045,T
12046,12046,S
12047,12047,R
12048,12048,W
12049,12049,D
12050,12050,Q
12051,12051,N
12052,12052,L
12053,12053,M
12054,12054,L
12055,12055,C
12056,12056,B
12057,12057,Y
12058,12058,Z
12059,12059,J
12060,12060,A
12061,12061,Q
12062,12062,B
12063,12063,Q
12064,12064,G
12065,12065,A
12066,12066,J
12067,12067,S
12068,12068,T
12069,12069,O
12070,12070,A
12071,12071,R
12072,12072,G
12073,12073,R
12074,12074,B
12075,12075,K
12076,12076,J
12077,12077,Y
12078,12078,I
12079,12079,W
12080,12080,O
12081,12081,I
12082,12082,K
12083,12083,D
12084,12084,X
12085,12085,D
12086,12086,K
12087,12087,G
12088,12088,Q
12089,12089,P
12090,12090,A
12091,12091,Q
12092,12092,C
12093,12093,I
12094,12094,U
12095,12095,O
12096,12096,D
12097,12097,N
12098,12098,Y
12099,12099,Z
12100,12100,L
12101,12101,V
12102,12102,A
12103,12103,N
12104,12104,G
12105,12105,A
12106,12106,D
12107,12107,U
12108,12108,M
12109,12109,J
12110,12110,D
12111,12111,X
12112,12112,U
12113,12113,X
12114,12114,M
12115,12115,L
12116,12116,F
12117,12117,G
12118,12118,U
12119,12119,C
12120,12120,Q
12121,12121,I
12122,12122,F
12123,12123,K
12124,12124,D
12125,12125,R
12126,12126,O
12127,12127,A
12128,12128,U
12129,12129,V
12130,12130,B
12131,12131,O
12132,12132,P
12133,12133,Y
12134,12134,C
12135,12135,P
12136,12136,T
12137,12137,T
12138,12138,M
12139,12139,D
12140,12140,C
12141,12141,S
12142,12142,N
12143,12143,X
12144,12144,U
12145,12145,L
12146,12146,A
12147,12147,J
12148,12148,J
12149,12149,I
12150,12150,Q
12151,12151,N
12152,12152,B
12153,12153,M
12154,12154,M
12155,12155,L
12156,12156,W
12157,12157,Y
12158,12158,C
12159,12159,P
12160,12160,X
12161,12161,Y
12162,12162,G
12163,12163,W
12164,12164,U
12165,12165,V
12166,12166,S
12167,12167,H
12168,12168,H
12169,12169,Q
12170,12170,K
12171,12171,S
12172,12172,M
12173,12173,R
12174,12174,S
12175,12175,Z
12176,12176,T
12177,12177,L
12178,12178,C
12179,12179,Y
12180,12180,N
12181,12181,T
12182,12182,Y
12183,12183,J
12184,12184,U
12185,12185,I
12186,12186,S
12187,12187,K
12188,12188,F
12189,12189,F
12190,12190,F
12191,12191,X
12192,12192,F
12193,12193,Y
12194,12194,G
12195,12195,L
12196,12196,Q
12197,12197,J
12198,12198,L
12199,12199,A
12200,12200,G
12201,12201,N
12202,12202,K
12203,12203,U
12204,12204,Z
12205,12205,W
12206,12206,Y
12207,12207,F
12208,12208,V
12209,12209,L
12210,12210,X
12211,12211,D
12212,12212,S
12213,12213,Y
12214,12214,S
12215,12215,N
12216,12216,W
12217,12217,F
12218,12218,U
12219,12219,C
12220,12220,Z
12221,12221,T
12222,12222,Q
12223,12223,P
12224,12224,L
12225,12225,W
12226,12226,R
12227,12227,T
12228,12228,S
12229,12229,O
12230,12230,T
12231,12231,B
12232,12232,D
12233,12233,F
12234,12234,U
12235,12235,O
12236,12236,Y
12237,12237,Z
12238,12238,N
12239,12239,T
12240,12240,I
12241,12241,A
12242,12242,O
12243,12243,X
12244,12244,B
12245,12245,I
12246,12246,Z
12247,12247,V
12248,12248,E
12249,12249,J
12250,12250,Q
12251,12251,G
12252,12252,A
12253,12253,R
12254,12254,E
12255,12255,G
12256,12256,G
12257,12257,T
12258,12258,D
12259,12259,H
12260,12260,P
12261,12261,G
12262,12262,G
12263,12263,W
12264,12264,K
12265,12265,M
12266,12266,A
12267,12267,G
12268,12268,S
12269,12269,T
12270,12270,S
12271,12271,R
12272,12272,J
12273,12273,T
12274,12274,G
12275,12275,I
12276,12276,Q
12277,12277,I
12278,12278,U
12279,12279,E
12280,12280,S
12281,12281,E
12282,12282,C
12283,12283,P
12284,12284,C
12285,12285,E
12286,12286,P
12287,12287,M
12288,12288,I
12289,12289,R
12290,12290,H
12291,12291,N
12292,12292,W
12293,12293,L
12294,12294,J
12295,12295,S
12296,12296,M
12297,12297,C
12298,12298,L
12299,12299,D
12300,12300,P
12301,12301,U
12302,12302,T
12303,12303,D
12304,12304,F
12305,12305,E
12306,12306,B
12307,12307,H
12308,12308,M
12309,12309,K
12310,12310,D
12311,12311,K
12312,12312,L
12313,12313,W
12314,12314,B
12315,12315,V
12316,12316,D
12317,12317,K
12318,12318,Q
12319,12319,Y
12320,12320,L
12321,12321,S
12322,12322,V
12323,12323,Z
12324,12324,C
12325,12325,A
12326,12326,R
12327,12327,B
12328,12328,V
12329,12329,Y
12330,12330,M
12331,12331,M
12332,12332,Y
12333,12333,U
12334,12334,Z
12335,12335,F
12336,12336,A
12337,12337,U
12338,12338,F
12339,12339,W
12340,12340,S
12341,12341,Y
12342,12342,A
12343,12343,K
12344,12344,I
12345,12345,T
12346,12346,M
12347,12347,U
12348,12348,X
12349,12349,P
12350,12350,B
12351,12351,E
12352,12352,H
12353,12353,V
12354,12354,I
12355,12355,D
12356,12356,W
12357,12357,X
12358,12358,Q
12359,12359,E
12360,12360,Y
12361,12361,T
12362,12362,M
12363,12363,L
12364,12364,C
12365,12365,L
12366,12366,P
12367,12367,B
12368,12368,B
12369,12369,F
12370,12370,T
12371,12371,Z
12372,12372,K
12373,12373,K
12374,12374,M
12375,12375,Z
12376,12376,G
12377,12377,E
12378,12378,G
12379,12379,C
12380,12380,F
12381,12381,W
12382,12382,S
12383,12383,W
12384,12384,N
12385,12385,E
12386,12386,M
12387,12387,M
12388,12388,T
12389,12389,A
12390,12390,V
12391,12391,L
12392,12392,G
12393,12393,I
12394,12394,X
12395,12395,I
12396,12396,J
12397,12397,K
12398,12398,X
12399,12399,S
12400,12400,L
12401,12401,Y
12402,12402,X
12403,12403,Q
12404,12404,R
12405,12405,E
12406,12406,N
12407,12407,B
12408,12408,G
12409,12409,K
12410,12410,E
12411,12411,O
12412,12412,Z
12413,12413,L
12414,12414,G
12415,12415,P
12416,12416,Y
12417,12417,S
12418,12418,Y
12419,12419,M
12420,12420,J
12421,12421,I
12422,12422,U
12423,12423,H
12424,12424,E
12425,12425,N
12426,12426,D
12427,12427,I
12428,12428,B
12429,12429,J
12430,12430,E
12431,12431,J
12432,12432,M
12433,12433,O
12434,12434,U
12435,12435,W
12436,12436,O
12437,12437,S
12438,12438,F
12439,12439,N
12440,12440,H
12441,12441,T
12442,12442,G
12443,12443,Y
12444,12444,Z
12445,12445,L
12446,12446,O
12447,12447,Z
12448,12448,E
12449,12449,O
12450,12450,H
12451,12451,Q
12452,12452,H
12453,12453,S
12454,12454,Y
12455,12455,A
12456,12456,G
12457,12457,C
12458,12458,N
12459,12459,S
12460,12460,O
12461,12461,Z
12462,12462,R
12463,12463,D
12464,12464,I
12465,12465,Q
12466,12466,O
12467,12467,P
12468,12468,D
12469,12469,L
12470,12470,N
12471,12471,D
12472,12472,G
12473,12473,N
12474,12474,I
12475,12475,X
12476,12476,B
12477,12477,C
12478,12478,I
12479,12479,P
12480,12480,Y
12481,12481,S
12482,12482,G
12483,12483,L
12484,12484,B
12485,12485,C
12486,12486,X
12487,12487,A
12488,12488,W
12489,12489,W
12490,12490,M
12491,12491,S
12492,12492,D
12493,12493,Y
12494,12494,Q
12495,12495,B
12496,12496,F
12497,12497,R
12498,12498,J
12499,12499,W
12500,12500,N
12501,12501,U
12502,12502,N
12503,12503,V
12504,12504,D
12505,12505,A
12506,12506,H
12507,12507,F
12508,12508,A
12509,12509,O
12510,12510,I
12511,12511,D
12512,12512,Y
12513,12513,H
12514,12514,K
12515,12515,K
12516,12516,I
12517,12517,L
12518,12518,D
12519,12519,Q
12520,12520,N
12521,12521,Q
12522,12522,L
12523,12523,O
12524,12524,F
12525,12525,Y
12526,12526,K
12527,12527,I
12528,12528,I
12529,12529,G
12530,12530,H
12531,12531,Q
12532,12532,U
12533,12533,D
12534,12534,D
12535,12535,M
12536,12536,X
12537,12537,M
12538,12538,B
12539,12539,R
12540,12540,S
12541,12541,A
12542,12542,J
12543,12543,D
12544,12544,Y
12545,12545,G
12546,12546,K
12547,12547,Z
12548,12548,P
12549,12549,R
12550,12550,F
12551,12551,G
12552,12552,Q
12553,12553,E
12554,12554,T
12555,12555,M
12556,12556,B
12557,12557,Q
12558,12558,E
12559,12559,Z
12560,12560,W
12561,12561,X
12562,12562,O
12563,12563,W
12564,12564,Z
12565,12565,Y
12566,12566,M
12567,12567,X
12568,12568,N
12569,12569,H
12570,12570,N
12571,12571,X
12572,12572,A
12573,12573,P
12574,12574,F
12575,12575,G
12576,12576,P
12577,12577,T
12578,12578,Y
12579,12579,R
12580,12580,N
12581,12581,S
12582,12582,P
12583,12583,F
12584,12584,S
12585,12585,I
12586,12586,V
12587,12587,T
12588,12588,Z
12589,12589,R
12590,12590,G
12591,12591,F
12592,12592,B
12593,12593,F
12594,12594,G
12595,12595,P
12596,12596,G
12597,12597,Q
12598,12598,O
12599,12599,Z
12600,12600,X
12601,12601,S
12602,12602,O
12603,12603,T
12604,12604,S
12605,12605,O
12606,12606,P
12607,12607,B
12608,12608,Q
12609,12609,T
12610,12610,Q
12611,12611,Y
12612,12612,Q
12613,12613,L
12614,12614,V
12615,12615,X
12616,12616,E
12617,12617,W
12618,12618,B
12619,12619,P
12620,12620,J
12621,12621,U
12622,12622,X
12623,12623,B
12624,12624,C
12625,12625,R
12626,12626,O
12627,12627,V
12628,12628,P
12629,12629,R
12630,12630,I
12631,12631,P
12632,12632,A
12633,12633,B
12634,12634,C
12635,12635,W
12636,12636,Q
12637,12637,Z
12638,12638,I
12639,12639,G
12640,12640,T
12641,12641,I
12642,12642,C
12643,12643,I
12644,12644,N
12645,12645,V
12646,12646,K
12647,12647,Q
12648,12648,M
12649,12649,P
12650,12650,V
12651,12651,F
12652,12652,O
12653,12653,Q
12654,12654,K
12655,12655,R
12656,12656,F
12657,12657,X
12658,12658,P
12659,12659,M
12660,12660,E
12661,12661,K
12662,12662,W
12663,12663,P
12664,12664,W
12665,12665,Q
12666,12666,Z
12667,12667,B
12668,12668,Q
12669,12669,D
12670,12670,E
12671,12671,J
12672,12672,Q
12673,12673,O
12674,12674,A
12675,12675,G
12676,12676,U
12677,12677,U
12678,12678,X
12679,12679,W
12680,12680,C
12681,12681,I
12682,12682,O
12683,12683,X
12684,12684,V
12685,12685,W
12686,12686,A
12687,12687,E
12688,12688,P
12689,12689,L
12690,12690,O
12691,12691,P
12692,12692,B
12693,12693,I
12694,12694,E
12695,12695,V
12696,12696,K
12697,12697,S
12698,12698,D
12699,12699,B
12700,12700,N
12701,12701,C
12702,12702,W
12703,12703,A
12704,12704,A
12705,12705,N
12706,12706,Z
12707,12707,H
12708,12708,A
12709,12709,G
12710,12710,U
12711,12711,W
12712,12712,M
12713,12713,V
12714,12714,Q
12715,12715,W
12716,12716,N
12717,12717,D
12718,12718,A
12719,12719,R
12720,12720,L
12721,12721,U
12722,12722,N
12723,12723,D
12724,12724,H
12725,12725,V
12726,12726,H
12727,12727,F
12728,12728,N
12729,12729,Q
12730,12730,L
12731,12731,O
12732,12732,D
12733,12733,D
12734,12734,F
12735,12735,W
12736,12736,Q
12737,12737,E
12738,12738,S
12739,12739,W
12740,12740,U
12741,12741,D
12742,12742,P
12743,12743,A
12744,12744,C
12745,12745,Y
12746,12746,L
12747,12747,I
12748,12748,A
12749,12749,F
12750,12750,R
12751,12751,G
12752,12752,Y
12753,12753,N
12754,12754,R
12755,12755,C
12756,12756,Y
12757,12757,I
12758,12758,F
12759,12759,N
12760,12760,F
12761,12761,Q
12762,12762,V
12763,12763,I
12764,12764,I
12765,12765,K
12766,12766,Z
12767,12767,M
12768,12768,D
12769,12769,Q
12770,12770,V
12771,12771,L
12772,12772,Q
12773,12773,K
12774,12774,W
12775,12775,T
12776,12776,J
12777,12777,L
12778,12778,J
12779,12779,O
12780,12780,P
12781,12781,R
12782,12782,F
12783,12783,B
12784,12784,J
12785,12785,F
12786,12786,D
12787,12787,M
12788,12788,E
12789,12789,H
12790,12790,Y
12791,12791,S
12792,12792,M
12793,12793,C
12794,12794,D
12795,12795,B
12796,12796,X
12797,12797,A
12798,12798,X
12799,12799,N
12800,12800,G
12801,12801,X
12802,12802,Y
12803,12803,P
12804,12804,F
12805,12805,X
12806,12806,C
12807,12807,J
12808,12808,U
12809,12809,E
12810,12810,U
12811,12811,U
12812,12812,Q
12813,12813,H
12814,12814,Z
12815,12815,F
12816,12816,W
12817,12817,J
12818,12818,B
12819,12819,G
12820,12820,Z
12821,12821,C
12822,12822,O
12823,12823,O
12824,12824,E
12825,12825,G
12826,12826,I
12827,12827,P
12828,12828,S
12829,12829,F
12830,12830,U
12831,12831,O
12832,12832,S
12833,12833,C
12834,12834,S
12835,12835,T
12836,12836,B
12837,12837,Q
12838,12838,V
12839,12839,F
12840,12840,V
12841,12841,W
12842,12842,E
12843,12843,G
12844,12844,L
12845,12845,Q
12846,12846,E
12847,12847,U
12848,12848,R
12849,12849,P
12850,12850,P
12851,12851,K
12852,12852,N
12853,12853,F
12854,12854,A
12855,12855,A
12856,12856,J
12857,12857,L
12858,12858,G
12859,12859,O
12860,12860,O
12861,12861,E
12862,12862,K
12863,12863,F
12864,12864,E
12865,12865,G
12866,12866,U
12867,12867,K
12868,12868,U
12869,12869,M
12870,12870,O
12871,12871,S
12872,12872,X
12873,12873,J
12874,12874,V
12875,12875,E
12876,12876,I
12877,12877,L
12878,12878,D
12879,12879,Y
12880,12880,A
12881,12881,K
12882,12882,X
12883,12883,Y
12884,12884,U
12885,12885,A
12886,12886,J
12887,12887,X
12888,12888,Y
12889,12889,Z
12890,12890,U
12891,12891,T
12892,12892,I
12893,12893,A
12894,12894,M
12895,12895,C
12896,12896,K
12897,12897,J
12898,12898,V
12899,12899,B
12900,12900,X
12901,12901,J
12902,12902,U
12903,12903,E
12904,12904,M
12905,12905,M
12906,12906,F
12907,12907,V
12908,12908,Q
12909,12909,K
12910,12910,B
12911,12911,T
12912,12912,A
12913,12913,I
12914,12914,C
12915,12915,V
12916,12916,Y
12917,12917,Z
12918,12918,Q
12919,12919,B
12920,12920,X
12921,12921,D
12922,12922,W
12923,12923,X
12924,12924,V
12925,12925,Z
12926,12926,V
12927,12927,W
12928,12928,B
12929,12929,N
12930,12930,M
12931,12931,F
12932,12932,C
12933,12933,G
12934,12934,C
12935,12935,Z
12936,12936,A
12937,12937,Z
12938,12938,S
12939,12939,L
12940,12940,T
12941,12941,D
12942,12942,G
12943,12943,J
12944,12944,Z
12945,12945,Z
12946,12946,I
12947,12947,C
12948,12948,B
12949,12949,N
12950,12950,V
12951,12951,J
12952,12952,D
12953,12953,E
12954,12954,J
12955,12955,T
12956,12956,V
12957,12957,F
12958,12958,F
12959,12959,C
12960,12960,W
12961,12961,U
12962,12962,J
12963,12963,I
12964,12964,W
12965,12965,B
12966,12966,Y
12967,12967,N
12968,12968,Z
12969,12969,S
12970,12970,S
12971,12971,F
12972,12972,Y
12973,12973,J
12974,12974,Z
12975,12975,W
12976,12976,C
12977,12977,W
12978,12978,T
12979,12979,R
12980,12980,E
12981,12981,B
12982,12982,Z
12983,12983,S
12984,12984,R
12985,12985,M
12986,12986,E
12987,12987,B
12988,12988,H
12989,12989,W
12990,12990,J
12991,12991,J
12992,12992,N
12993,12993,F
12994,12994,D
12995,12995,X
12996,12996,W
12997,12997,R
12998,12998,W
12999,12999,D
13000,13000,V
13001,13001,K
13002,13002,O
13003,13003,L
13004,13004,O
13005,13005,U
13006,13006,O
13007,13007,J
13008,13008,N
13009,13009,O
13010,13010,N
13011,13011,P
13012,13012,J
13013,13013,A
13014,13014,C
13015,13015,X
13016,13016,L
13017,13017,I
13018,13018,E
13019,13019,M
13020,13020,X
13021,13021,D
13022,13022,D
13023,13023,J
13024,13024,T
13025,13025,U
13026,13026,K
13027,13027,K
13028,13028,P
13029,13029,B
13030,13030,K
13031,13031,E
13032,13032,A
13033,13033,Y
13034,13034,S
13035,13035,H
13036,13036,Y
13037,13037,Z
13038,13038,E
13039,13039,Z
13040,13040,M
13041,13041,P
13042,13042,T
13043,13043,W
13044,13044,U
13045,13045,U
13046,13046,E
13047,13047,W
13048,13048,K
13049,13049,Z
13050,13050,I
13051,13051,W
13052,13052,P
13053,13053,F
13054,13054,F
13055,13055,R
13056,13056,H
13057,13057,Q
13058,13058,W
13059,13059,J
13060,13060,R
13061,13061,D
13062,13062,C
13063,13063,A
13064,13064,Z
13065,13065,B
13066,13066,O
13067,13067,B
13068,13068,K
13069,13069,S
13070,13070,D
13071,13071,V
13072,13072,F
13073,13073,O
13074,13074,P
13075,13075,K
13076,13076,M
13077,13077,W
13078,13078,H
13079,13079,L
13080,13080,N
13081,13081,T
13082,13082,L
13083,13083,W
13084,13084,E
13085,13085,H
13086,13086,J
13087,13087,W
13088,13088,T
13089,13089,U
13090,13090,E
13091,13091,G
13092,13092,S
13093,13093,U
13094,13094,K
13095,13095,A
13096,13096,F
13097,13097,O
13098,13098,M
13099,13099,Z
13100,13100,H
13101,13101,Q
13102,13102,S
13103,13103,B
13104,13104,W
13105,13105,X
13106,13106,F
13107,13107,G
13108,13108,M
13109,13109,Q
13110,13110,K
13111,13111,M
13112,13112,S
13113,13113,Z
13114,13114,M
13115,13115,G
13116,13116,M
13117,13117,M
13118,13118,L
13119,13119,P
13120,13120,Y
13121,13121,H
13122,13122,X
13123,13123,O
13124,13124,G
13125,13125,A
13126,13126,W
13127,13127,O
13128,13128,D
13129,13129,H
13130,13130,W
13131,13131,H
13132,13132,Y
13133,13133,K
13134,13134,E
13135,13135,S
13136,13136,S
13137,13137,H
13138,13138,T
13139,13139,J
13140,13140,Y
13141,13141,N
13142,13142,P
13143,13143,W
13144,13144,Z
13145,13145,X
13146,13146,I
13147,13147,T
13148,13148,I
13149,13149,A
13150,13150,D
13151,13151,M
13152,13152,N
13153,13153,F
13154,13154,T
13155,13155,T
13156,13156,X
13157,13157,R
13158,13158,Z
13159,13159,Z
13160,13160,G
13161,13161,A
13162,13162,C
13163,13163,E
13164,13164,R
13165,13165,S
13166,13166,V
13167,13167,Z
13168,13168,Y
13169,13169,G
13170,13170,I
13171,13171,T
13172,13172,Y
13173,13173,Y
13174,13174,V
13175,13175,L
13176,13176,H
13177,13177,W
13178,13178,V
13179,13179,C
13180,13180,O
13181,13181,A
13182,13182,G
13183,13183,D
13184,13184,E
13185,13185,O
13186,13186,J
13187,13187,I
13188,13188,G
13189,13189,T
13190,13190,I
13191,13191,R
13192,13192,Y
13193,13193,O
13194,13194,P
13195,13195,Y
13196,13196,W
13197,13197,G
13198,13198,W
13199,13199,X
13200,13200,T
13201,13201,G
13202,13202,D
13203,13203,K
13204,13204,N
13205,13205,J
13206,13206,E
13207,13207,C
13208,13208,O
13209,13209,E
13210,13210,X
13211,13211,C
13212,13212,Z
13213,13213,S
13214,13214,O
13215,13215,D
13216,13216,Q
13217,13217,K
13218,13218,J
13219,13219,U
13220,13220,V
13221,13221,C
13222,13222,K
13223,13223,Z
13224,13224,T
13225,13225,S
13226,13226,T
13227,13227,V
13228,13228,T
13229,13229,R
13230,13230,P
13231,13231,R
13232,13232,I
13233,13233,Y
13234,13234,G
13235,13235,H
13236,13236,T
13237,13237,E
13238,13238,P
13239,13239,Q
13240,13240,T
13241,13241,D
13242,13242,M
13243,13243,K
13244,13244,L
13245,13245,G
13246,13246,U
13247,13247,D
13248,13248,Q
13249,13249,V
13250,13250,K
13251,13251,P
13252,13252,H
13253,13253,S
13254,13254,S
13255,13255,H
13256,13256,C
13257,13257,H
13258,13258,Y
13259,13259,A
13260,13260,T
13261,13261,Q
13262,13262,H
13263,13263,I
13264,13264,X
13265,13265,V
13266,13266,W
13267,13267,K
13268,13268,U
13269,13269,U
13270,13270,D
13271,13271,A
13272,13272,V
13273,13273,A
13274,13274,K
13275,13275,U
13276,13276,U
13277,13277,V
13278,13278,T
13279,13279,T
13280,13280,W
13281,13281,V
13282,13282,D
13283,13283,H
13284,13284,D
13285,13285,M
13286,13286,U
13287,13287,X
13288,13288,K
13289,13289,B
13290,13290,O
13291,13291,T
13292,13292,E
13293,13293,W
13294,13294,G
